images,x,y
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.84,2#0.08,4#0.06___li_hao xi_13011986_LHX19860113_505256.jpg",408.0,313.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.85,4#0.14,0#0.0___2013年07月24日16时35分IM007530.JPG",216.82,325.23
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.86,8#0.14,0#0.0___2016年08月08日11时33分IM001048.JPG",254.32,313.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.87,8#0.07,27#0.05___2013年05月21日11时08分IM003534 (2).JPG",184.99,301.41
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.87,8#0.09,15#0.04___2016年08月11日10时28分IM001432.JPG",253.14,311.64
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.89,4#0.11,0#0.0___2017年07月04日09时30分IM005322.JPG",268.27,306.93
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.93,4#0.07,0#0.0___LJY19631223_20170316_160325_Color_R_001.jpg",238.2,251.86
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.93,5#0.03,28#0.03___2013年05月21日10时34分IM003528.JPG",259.12,295.62
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.97,4#0.02,28#0.01___2014年12月23日10时56分IM001037.JPG",127.78,251.1
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.97,5#0.02,18#0.01___2016年05月12日16时44分IM001958.JPG",267.09,292.98
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.99,2#0.01,0#0.0___2017年03月22日11时56分IM000859.JPG",262.39,292.98
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.99,4#0.01,0#0.0___2014年09月03日16时40分IM000699.JPG",261.34,309.43
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.99,4#0.01,0#0.0___2014年09月19日10时44分IM002170.JPG",232.85,300.08
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#0.99,5#0.01,0#0.0___2015年06月16日11时26分IM000579.JPG",302.53,272.92
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#1.0,0#0.0,1#0.0___2013年05月22日11时46分IM003632.JPG",251.1,299.19
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#1.0,0#0.0,1#0.0___2013年08月19日11时12分IM009127.JPG",252.22,268.24
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#1.0,0#0.0,1#0.0___2014年06月25日16时55分IM002503.JPG",239.75,274.03
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#1.0,0#0.0,1#0.0___2015年01月26日11时23分IM000409.JPG",268.24,267.13
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#1.0,0#0.0,1#0.0___2015年06月17日15时00分IM000650.JPG",247.76,300.3
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#1.0,0#0.0,1#0.0___2016年03月16日08时56分IM000001.JPG",256.89,284.27
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#1.0,0#0.0,1#0.0___2017年01月12日09时13分IM003007.JPG",275.16,305.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/25#1.0,0#0.0,1#0.0___FSY19630815_20170215_131339_Color_L_001.jpg",267.22,284.53
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/2016年06月13日10时09分IM001555.JPG,242.55,296.51
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/2016年07月11日09时37分IM000877.JPG,246.08,312.81
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/2016年09月30日11时46分IM000574.JPG,261.21,313.99
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/2017年03月22日11时56分IM000859.JPG,261.21,297.69
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/2017年07月10日15时57分IM000214.JPG,265.92,316.18
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/CMX19640630_20161019_161640_Color_L_001.jpg,273.8,274.04
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/CYH19660828_20161221_155617_Color_L_001.jpg,284.28,283.31
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/FSY19630815_20170215_131339_Color_L_001.jpg,267.22,284.53
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/HWB19590821_20161029_104821_Color_R_001.jpg,99.96,280.62
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/LJY19631223_20170316_160325_Color_R_001.jpg,238.2,260.88
/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/MMS19490622_20160916_101015_Color_R_003.jpg,211.65,262.17
